PERIOD,SOURCE_CODE,SOURCE_NAME,DESTINATION_CODE,DESTINATION_NAME,FIRM,FIRM_TYPE,PAYMENT INSTRUMENT,SPEED ACTUAL,CC1 LCU AMOUNT,CC1 DENOMINATION AMOUNT,CC1 LCU CODE,CC1 LCU FEE,CC1 LCU FX RATE,CC1 FX MARGIN,CC1 TOTAL COST %,CC2 LCU AMOUNT,CC2 DENOMINATION AMOUNT,CC2 LCU CODE,CC2 LCU FEE,CC2 LCU FX RATE,CC2 FX MARGIN,CC2 TOTAL COST %,INTER LCU BANK FX,TRANSPARENT,NOTE1,NOTE2,PICK-UP METHOD,DATE,CORRIDOR
2015_2Q,TZA,Tanzania,UGA,Uganda,Western Union,Money Transfer Operator,Cash to cash,Less than one hour,324500,200,TZS,17360,0.000501,1.39,6.74,811000,500,TZS,29760,0.000501,1.39,5.06,0.00051,yes,,In this corridor all RSPs send TZS and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Cash,2015-04-28,TZAUGA
2015_2Q,TZA,Tanzania,UGA,Uganda,Tanzania Postal Corporation,Post office,Cash to cash,Less than one hour,324500,200,TZS,24000,0.000506,0.4,7.8,811000,500,TZS,48000,0.000506,0.4,2.64,0.00051,yes,,In this corridor all RSPs send TZS and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Cash,2015-04-28,TZAUGA
2015_2Q,TZA,Tanzania,UGA,Uganda,Kenya Commercial Bank (KCB),Bank,Account to account (same bank),Same day,324500,200,TZS,32450,0.00050501,0.6,10.6,811000,500,TZS,32440,0.00050501,0.6,4.6,0.00051,yes,This RSP's fees are quoted only in USD.,In this corridor all RSPs send TZS and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Own/partner Bank Account,2015-04-28,TZAUGA
2015_2Q,TZA,Tanzania,UGA,Uganda,Barclays,Bank,Account to account,Next day,324500,200,TZS,48675,0.000504,0.8,15.8,811000,500,TZS,48660,0.000504,0.8,6.8,0.00051,yes,This RSP's fees are quoted only in USD.,In this corridor all RSPs send TZS and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-04-28,TZAUGA
2015_2Q,TZA,Tanzania,UGA,Uganda,Kenya Commercial Bank (KCB),Bank,Account to account (other bank),2 days,324500,200,TZS,64900,0.00050501,0.6,20.6,811000,500,TZS,64880,0.00050501,0.6,8.6,0.00051,yes,This RSP's fees are quoted only in USD.,In this corridor all RSPs send TZS and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-04-28,TZAUGA
2015_2Q,TZA,Tanzania,UGA,Uganda,NMB (National Microfinance Bank),Non-Bank FI,Account to account,3-5 days,324500,200,TZS,81125,0.000503,0.99,25.99,811000,500,TZS,81100,0.000503,0.99,10.99,0.00051,yes,This RSP's fees are quoted only in USD.,In this corridor all RSPs send TZS and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-04-28,TZAUGA
2015_2Q,TZA,Tanzania,UGA,Uganda,NBC (National Bank of Commerce Ltd),Bank,Account to account,3-5 days,324500,200,TZS,81125,0.0005025,1.09,26.09,811000,500,TZS,81100,0.0005025,1.09,11.09,0.00051,yes,This RSP's fees are quoted only in USD.,In this corridor all RSPs send TZS and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-04-28,TZAUGA
2015_2Q,TZA,Tanzania,UGA,Uganda,Stanbic Bank,Bank,Account to account,2 days,324500,200,TZS,89237.5,0.0005037,0.86,28.36,811000,500,TZS,89210,0.0005037,0.86,11.86,0.00051,yes,This RSP's fees are quoted only in USD.,In this corridor all RSPs send TZS and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-04-28,TZAUGA
2015_2Q,TZA,Tanzania,UGA,Uganda,Cooperative Rural Development Bank (CRDB),Bank,Account to account,2 days,324500,200,TZS,97350,0.000503,0.99,30.99,811000,500,TZS,97320,0.000503,0.99,12.99,0.00051,yes,This RSP's fees are quoted only in USD.,In this corridor all RSPs send TZS and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-04-28,TZAUGA
2015_3Q,KEN,Kenya,RWA,Rwanda,MoneyGram,Money Transfer Operator,Cash to cash,Less than one hour,18000,200,KES,396,0.00945,1.93,4.13,45000,500,KES,991,0.00945,1.93,4.13,0.00964,yes,,In this corridor all RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Cash,2015-08-25,KENRWA
2015_3Q,KEN,Kenya,RWA,Rwanda,Western Union,Money Transfer Operator,Cash to cash,Less than one hour,18000,200,KES,1320,0.00945,1.93,9.26,45000,500,KES,2640,0.00945,1.93,7.79,0.00964,yes,,In this corridor all RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Cash,2015-08-25,KENRWA
2015_3Q,KEN,Kenya,RWA,Rwanda,Citibank,Bank,Account to account,Next day,18000,200,KES,1800,0.0096282,0.08,10.08,45000,500,KES,1800,0.0096282,0.08,4.08,0.00964,yes,,In this corridor all RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-08-25,KENRWA
2015_3Q,KEN,Kenya,RWA,Rwanda,ABC Bank,Money Transfer Operator,Account to account,Next day,18000,200,KES,1650,0.009515,1.25,10.42,45000,500,KES,1650,0.009515,1.25,4.92,0.00964,yes,,In this corridor all RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-08-25,KENRWA
2015_3Q,KEN,Kenya,RWA,Rwanda,GT Bank,Bank,Account to account,Next day,18000,200,KES,1650,0.009483,1.58,10.75,45000,500,KES,1650,0.009483,1.58,5.25,0.00964,yes,,In this corridor all RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-08-25,KENRWA
2015_3Q,KEN,Kenya,RWA,Rwanda,United Bank for Africa (UBA),Bank,Account to account,Next day,18000,200,KES,1650,0.00947,1.72,10.89,45000,500,KES,1650,0.00947,1.72,5.39,0.00964,yes,,In this corridor all RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-08-25,KENRWA
2015_3Q,KEN,Kenya,RWA,Rwanda,Equatorial Commercial Bank,Bank,Account to account,Next day,18000,200,KES,1650,0.009447,1.96,11.13,45000,500,KES,1650,0.009447,1.96,5.63,0.00964,yes,,In this corridor all RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-08-25,KENRWA
2015_3Q,KEN,Kenya,RWA,Rwanda,Development Bank of Kenya,Bank,Account to account,Next day,18000,200,KES,2053,0.0094877,1.54,12.94,45000,500,KES,2133,0.0094877,1.54,6.28,0.00964,yes,,In this corridor all RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-08-25,KENRWA
2015_3Q,KEN,Kenya,RWA,Rwanda,Kenya Commercial Bank (KCB),Bank,Account to account,Next day,18000,200,KES,2200,0.009264,3.86,16.08,45000,500,KES,2200,0.009264,3.86,8.75,0.00964,yes,,In this corridor all RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-08-25,KENRWA
2015_3Q,KEN,Kenya,RWA,Rwanda,Ecobank,Bank,Cash to cash,Next day,18000,200,KES,2700,0.00935,2.97,17.97,45000,500,KES,2700,0.00935,2.97,8.97,0.00964,yes,,In this corridor all RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Cash,2015-08-25,KENRWA
2015_3Q,KEN,Kenya,UGA,Uganda,MoneyGram,Money Transfer Operator,Cash to cash,Less than one hour,18000,200,KES,315,0.00945,1.93,3.68,45000,500,KES,991,0.00945,1.93,4.13,0.00964,yes,,In this corridor all RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Cash,2015-08-25,KENUGA
2015_3Q,KEN,Kenya,UGA,Uganda,UBA Africash,Bank,Cash to cash,Less than one hour,18000,200,KES,514.15,0.00947,1.72,4.58,45000,500,KES,834.83,0.00947,1.72,3.57,0.00964,yes,,In this corridor all RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Cash,2015-08-25,KENUGA
2015_3Q,KEN,Kenya,UGA,Uganda,Western Union,Money Transfer Operator,Cash to cash,Less than one hour,18000,200,KES,1320,0.00945,1.93,9.26,45000,500,KES,2640,0.00945,1.93,7.79,0.00964,yes,,In this corridor all RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Cash,2015-08-25,KENUGA
2015_3Q,KEN,Kenya,UGA,Uganda,Citibank,Bank,Account to account,Next day,18000,200,KES,1800,0.0096282,0.08,10.08,45000,500,KES,1800,0.0096282,0.08,4.08,0.00964,yes,,In this corridor all RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-08-25,KENUGA
2015_3Q,KEN,Kenya,UGA,Uganda,ABC Bank,Money Transfer Operator,Account to account,Next day,18000,200,KES,1650,0.009515,1.25,10.42,45000,500,KES,1650,0.009515,1.25,4.92,0.00964,yes,,In this corridor all RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-08-25,KENUGA
2015_3Q,KEN,Kenya,UGA,Uganda,GT Bank,Bank,Account to account,Next day,18000,200,KES,1650,0.009483,1.58,10.75,45000,500,KES,1650,0.009483,1.58,5.25,0.00964,yes,,In this corridor all RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-08-25,KENUGA
2015_3Q,KEN,Kenya,UGA,Uganda,United Bank for Africa (UBA),Bank,Account to account,Next day,18000,200,KES,1650,0.00947,1.72,10.89,45000,500,KES,1650,0.00947,1.72,5.39,0.00964,yes,,In this corridor all RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-08-25,KENUGA
2015_3Q,KEN,Kenya,UGA,Uganda,Equatorial Commercial Bank,Bank,Account to account,Next day,18000,200,KES,1650,0.009447,1.96,11.13,45000,500,KES,1650,0.009447,1.96,5.63,0.00964,yes,,In this corridor all RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-08-25,KENUGA
2015_3Q,KEN,Kenya,UGA,Uganda,Posta Kenya,Post office,Cash to cash,2 days,18000,200,KES,1740,0.009455,1.88,11.54,45000,500,KES,2900,0.009455,1.88,8.32,0.00964,yes,,In this corridor all RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Cash,2015-08-25,KENUGA
2015_3Q,KEN,Kenya,UGA,Uganda,Development Bank of Kenya,Bank,Account to account,Next day,18000,200,KES,2053,0.0094877,1.54,12.94,45000,500,KES,2133,0.0094877,1.54,6.28,0.00964,yes,,In this corridor all RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-08-25,KENUGA
2015_3Q,KEN,Kenya,UGA,Uganda,Kenya Commercial Bank (KCB),Bank,Account to account,Next day,18000,200,KES,2200,0.009264,3.86,16.08,45000,500,KES,2200,0.009264,3.86,8.75,0.00964,yes,,In this corridor all RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-08-25,KENUGA
2015_3Q,KEN,Kenya,UGA,Uganda,Ecobank,Bank,Cash to cash,Same day,18000,200,KES,2700,0.00935,2.97,17.97,45000,500,KES,2700,0.00935,2.97,8.97,0.00964,yes,,In this corridor all RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Cash,2015-08-25,KENUGA
2015_3Q,TZA,Tanzania,KEN,Kenya,M-Pesa,Mobile Operator,Mobile,Less than one hour,324500,200,TZS,6700,0.0004645,1.61,3.67,811000,500,TZS,9650,0.0004645,1.61,2.8,0.00047,yes,,,"Mobile, Cash",2015-08-25,TZAKEN
2015_3Q,TZA,Tanzania,KEN,Kenya,UBA Africash,Bank,Cash to cash,Same day,324500,200,TZS,10850,0.000462,2.14,5.48,811000,500,TZS,18160,0.000462,2.14,4.38,0.00047,yes,,In this corridor all RSPs send TZS and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Cash,2015-08-25,TZAKEN
2015_3Q,TZA,Tanzania,KEN,Kenya,Western Union,Money Transfer Operator,Cash to cash,Less than one hour,324500,200,TZS,17360,0.000465,1.5,6.85,811000,500,TZS,29760,0.000465,1.5,5.17,0.00047,yes,,In this corridor all RSPs send TZS and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Cash,2015-08-25,TZAKEN
2015_3Q,TZA,Tanzania,KEN,Kenya,MoneyGram,Money Transfer Operator,Cash to cash,Less than one hour,324500,200,TZS,17500,0.0004635,1.82,7.21,811000,500,TZS,37500,0.0004635,1.82,6.44,0.00047,yes,,In this corridor all RSPs send TZS and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Cash,2015-08-25,TZAKEN
2015_3Q,TZA,Tanzania,KEN,Kenya,Tanzania Postal Corporation,Post office,Cash to cash,Next day,324500,200,TZS,24000,0.000463,1.93,9.32,811000,500,TZS,48000,0.000463,1.93,7.84,0.00047,yes,,In this corridor all RSPs send TZS and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Cash,2015-08-25,TZAKEN
2015_3Q,TZA,Tanzania,KEN,Kenya,Kenya Commercial Bank (KCB),Bank,Account to account (same bank),Less than one hour,324500,200,TZS,32450,0.000465,1.5,11.5,811000,500,TZS,32440,0.000465,1.5,5.5,0.00047,yes,This RSP's fees are quoted only in USD.,In this corridor all RSPs send TZS and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Own/partner Bank Account,2015-08-25,TZAKEN
2015_3Q,TZA,Tanzania,KEN,Kenya,Kenya Commercial Bank (KCB),Bank,Account to account (other bank),Next day,324500,200,TZS,64900,0.000465,1.5,21.5,811000,500,TZS,64880,0.000465,1.5,9.5,0.00047,yes,This RSP's fees are quoted only in USD.,In this corridor all RSPs send TZS and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-08-25,TZAKEN
2015_3Q,TZA,Tanzania,KEN,Kenya,National Bank of Commerce Ltd (NBC),Bank,Account to account,Next day,324500,200,TZS,81125,0.0004638,1.76,26.76,811000,500,TZS,81100,0.0004638,1.76,11.76,0.00047,yes,This RSP's fees are quoted only in USD.,In this corridor all RSPs send TZS and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-08-25,TZAKEN
2015_3Q,TZA,Tanzania,KEN,Kenya,Stanbic Bank,Bank,Account to account,Next day,324500,200,TZS,89237.5,0.000467,1.08,28.58,811000,500,TZS,89210,0.000467,1.08,12.08,0.00047,yes,This RSP's fees are quoted only in USD.,In this corridor all RSPs send TZS and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-08-25,TZAKEN
2015_3Q,TZA,Tanzania,RWA,Rwanda,UBA Africash,Bank,Cash to cash,Same day,324500,200,TZS,10850,0.000462,2.14,5.48,811000,500,TZS,18160,0.000462,2.14,4.38,0.00047,yes,,In this corridor all RSPs send TZS and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Cash,2015-08-25,TZARWA
2015_3Q,TZA,Tanzania,RWA,Rwanda,Western Union,Money Transfer Operator,Cash to cash,Less than one hour,324500,200,TZS,17650,0.000465,1.5,6.94,811000,500,TZS,29760,0.000465,1.5,5.17,0.00047,yes,,In this corridor all RSPs send TZS and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Cash,2015-08-25,TZARWA
2015_3Q,TZA,Tanzania,RWA,Rwanda,MoneyGram,Money Transfer Operator,Cash to cash,Less than one hour,324500,200,TZS,17500,0.0004635,1.82,7.21,811000,500,TZS,37500,0.0004635,1.82,6.44,0.00047,yes,,In this corridor all RSPs send TZS and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Cash,2015-08-25,TZARWA
2015_3Q,TZA,Tanzania,RWA,Rwanda,Tanzania Postal Corporation,Post office,Cash to cash,Next day,324500,200,TZS,24000,0.000463,1.93,9.32,811000,500,TZS,48000,0.000463,1.93,7.84,0.00047,yes,,In this corridor all RSPs send TZS and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Cash,2015-08-25,TZARWA
2015_3Q,TZA,Tanzania,RWA,Rwanda,Kenya Commercial Bank (KCB),Bank,Account to account (same bank),Same day,324500,200,TZS,32450,0.000465,1.5,11.5,811000,500,TZS,32440,0.000465,1.5,5.5,0.00047,yes,Service for members,In this corridor all RSPs send TZS and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Own/partner Bank Account,2015-08-25,TZARWA
2015_3Q,TZA,Tanzania,RWA,Rwanda,Barclays,Bank,Account to account,Next day,324500,200,TZS,48675,0.000468,0.87,15.87,811000,500,TZS,48660,0.000468,0.87,6.87,0.00047,yes,This RSP's fees are quoted only in USD.,In this corridor all RSPs send TZS and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-08-25,TZARWA
2015_3Q,TZA,Tanzania,RWA,Rwanda,Kenya Commercial Bank (KCB),Bank,Account to account (other bank),Next day,324500,200,TZS,64900,0.000465,1.5,21.5,811000,500,TZS,64880,0.000465,1.5,9.5,0.00047,yes,This RSP's fees are quoted only in USD.,In this corridor all RSPs send TZS and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-08-25,TZARWA
2015_3Q,TZA,Tanzania,RWA,Rwanda,NMB (National Microfinance Bank),Non-Bank FI,Account to account,Next day,324500,200,TZS,81125,0.000468,0.87,25.87,811000,500,TZS,81100,0.000468,0.87,10.87,0.00047,yes,This RSP's fees are quoted only in USD.,In this corridor all RSPs send TZS and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-08-25,TZARWA
2015_3Q,TZA,Tanzania,RWA,Rwanda,NBC (National Bank of Commerce Ltd),Bank,Account to account,Next day,324500,200,TZS,81125,0.0004638,1.76,26.76,811000,500,TZS,81100,0.0004638,1.76,11.76,0.00047,yes,This RSP's fees are quoted only in USD.,In this corridor all RSPs send TZS and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-08-25,TZARWA
2015_3Q,TZA,Tanzania,RWA,Rwanda,Stanbic Bank,Bank,Account to account,Next day,324500,200,TZS,89237.5,0.000467,1.08,28.58,811000,500,TZS,89210,0.000467,1.08,12.08,0.00047,yes,This RSP's fees are quoted only in USD.,In this corridor all RSPs send TZS and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-08-25,TZARWA
2015_3Q,TZA,Tanzania,RWA,Rwanda,Cooperative Rural Development Bank (CRDB),Bank,Account to account,Next day,324500,200,TZS,97350,0.000467,1.08,31.08,811000,500,TZS,97320,0.000467,1.08,13.08,0.00047,yes,This RSP's fees are quoted only in USD.,In this corridor all RSPs send TZS and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-08-25,TZARWA
2015_3Q,TZA,Tanzania,UGA,Uganda,UBA Africash,Bank,Cash to cash,Same day,324500,200,TZS,10850,0.000462,2.14,5.48,811000,500,TZS,18160,0.000462,2.14,2.14,0.00047,yes,,In this corridor all RSPs send TZS and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Cash,2015-08-25,TZAUGA
2015_3Q,TZA,Tanzania,UGA,Uganda,Western Union,Money Transfer Operator,Cash to cash,Less than one hour,324500,200,TZS,17360,0.000465,1.5,6.85,811000,500,TZS,29760,0.000465,1.5,5.17,0.00047,yes,,In this corridor all RSPs send TZS and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Cash,2015-08-25,TZAUGA
2015_3Q,TZA,Tanzania,UGA,Uganda,MoneyGram,Money Transfer Operator,Cash to cash,Less than one hour,324500,200,TZS,17500,0.0004635,1.82,7.21,811000,500,TZS,37500,0.0004635,1.82,6.44,0.00047,yes,,In this corridor all RSPs send TZS and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Cash,2015-08-25,TZAUGA
2015_3Q,TZA,Tanzania,UGA,Uganda,Tanzania Postal Corporation,Post office,Cash to cash,Less than one hour,324500,200,TZS,24000,0.000463,1.93,9.32,811000,500,TZS,48000,0.000463,1.93,4.16,0.00047,yes,,In this corridor all RSPs send TZS and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Cash,2015-08-25,TZAUGA
2015_3Q,TZA,Tanzania,UGA,Uganda,Kenya Commercial Bank (KCB),Bank,Account to account (same bank),Same day,324500,200,TZS,32450,0.000465,1.5,11.5,811000,500,TZS,32440,0.000465,1.5,5.5,0.00047,yes,This RSP's fees are quoted only in USD.,In this corridor all RSPs send TZS and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Own/partner Bank Account,2015-08-25,TZAUGA
2015_3Q,TZA,Tanzania,UGA,Uganda,Barclays,Bank,Account to account,Next day,324500,200,TZS,48675,0.000468,0.87,15.87,811000,500,TZS,48660,0.000468,0.87,6.87,0.00047,yes,This RSP's fees are quoted only in USD.,In this corridor all RSPs send TZS and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-08-25,TZAUGA
2015_3Q,TZA,Tanzania,UGA,Uganda,Kenya Commercial Bank (KCB),Bank,Account to account (other bank),Next day,324500,200,TZS,64900,0.000465,1.5,21.5,811000,500,TZS,64880,0.000465,1.5,9.5,0.00047,yes,This RSP's fees are quoted only in USD.,In this corridor all RSPs send TZS and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-08-25,TZAUGA
2015_3Q,TZA,Tanzania,UGA,Uganda,NMB (National Microfinance Bank),Non-Bank FI,Account to account,Next day,324500,200,TZS,81125,0.000468,0.87,25.87,811000,500,TZS,81100,0.000468,0.87,10.87,0.00047,yes,This RSP's fees are quoted only in USD.,In this corridor all RSPs send TZS and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-08-25,TZAUGA
2015_3Q,TZA,Tanzania,UGA,Uganda,NBC (National Bank of Commerce Ltd),Bank,Account to account,Next day,324500,200,TZS,81125,0.0004638,1.76,26.76,811000,500,TZS,81100,0.0004638,1.76,11.76,0.00047,yes,This RSP's fees are quoted only in USD.,In this corridor all RSPs send TZS and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-08-25,TZAUGA
2015_3Q,TZA,Tanzania,UGA,Uganda,Stanbic Bank,Bank,Account to account,Next day,324500,200,TZS,89237.5,0.000467,1.08,28.58,811000,500,TZS,89210,0.000467,1.08,12.08,0.00047,yes,This RSP's fees are quoted only in USD.,In this corridor all RSPs send TZS and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-08-25,TZAUGA
2015_3Q,TZA,Tanzania,UGA,Uganda,Cooperative Rural Development Bank (CRDB),Bank,Account to account,Next day,324500,200,TZS,97350,0.000467,1.08,31.08,811000,500,TZS,97320,0.000467,1.08,13.08,0.00047,yes,This RSP's fees are quoted only in USD.,In this corridor all RSPs send TZS and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-08-25,TZAUGA
2015_4Q,TZA,Tanzania,KEN,Kenya,Kenya Commercial Bank (KCB),Bank,Account to account (same bank),Less than one hour,324500,200,TZS,32450,0.00046,1.08,11.08,811000,500,TZS,32440,0.00046,1.08,5.08,0.00047,yes,This RSP's fees are quoted only in USD.,In this corridor all RSPs send TZS and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Own/partner Bank Account,2015-11-10,TZAKEN
2015_4Q,TZA,Tanzania,KEN,Kenya,Kenya Commercial Bank (KCB),Bank,Account to account (other bank),Next day,324500,200,TZS,64900,0.00046,1.08,21.08,811000,500,TZS,64880,0.00046,1.08,9.08,0.00047,yes,This RSP's fees are quoted only in USD.,In this corridor all RSPs send TZS and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-11-10,TZAKEN
2015_4Q,KEN,Kenya,RWA,Rwanda,Development Bank of Kenya,Bank,Account to account,Next day,18000,200,KES,2053,0.00969932,0.86,12.26,45000,500,KES,2133,0.00969932,0.86,5.6,0.00978,yes,,In this corridor all RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-11-10,KENRWA
2015_4Q,KEN,Kenya,RWA,Rwanda,Equatorial Commercial Bank,Bank,Account to account,Next day,18000,200,KES,1650,0.0096525,1.33,10.5,45000,500,KES,1650,0.00965251,1.33,5,0.00978,yes,,In this corridor all RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-11-10,KENRWA
2015_4Q,KEN,Kenya,RWA,Rwanda,United Bank for Africa (UBA),Bank,Account to account,Next day,18000,200,KES,1650,0.0096572,1.29,10.45,45000,500,KES,1650,0.0096572,1.29,4.95,0.00978,yes,,In this corridor all RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-11-10,KENRWA
2015_4Q,KEN,Kenya,RWA,Rwanda,Kenya Commercial Bank (KCB),Bank,Account to account,Next day,18000,200,KES,2200,0.0096432,1.43,13.65,45000,500,KES,2200,0.0096432,1.43,6.32,0.00978,yes,,In this corridor all RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-11-10,KENRWA
2015_4Q,KEN,Kenya,RWA,Rwanda,ABC Bank,Money Transfer Operator,Account to account,Next day,18000,200,KES,1650,0.0096993,0.86,10.02,45000,500,KES,1650,0.00969932,0.86,4.52,0.00978,yes,,In this corridor all RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-11-10,KENRWA
2015_4Q,KEN,Kenya,RWA,Rwanda,Citibank,Bank,Account to account,Next day,18000,200,KES,1800,0.00966184,1.24,11.24,45000,500,KES,1800,0.00966184,1.24,5.24,0.00978,yes,,In this corridor all RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-11-10,KENRWA
2015_4Q,KEN,Kenya,RWA,Rwanda,GT Bank,Bank,Account to account,Next day,18000,200,KES,1650,0.00966651,1.19,10.36,45000,500,KES,1650,0.00966651,1.19,4.86,0.00978,yes,,In this corridor all RSPs send KES and pay out USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,Bank Account,2015-11-10,KENRWA
