PERIOD,SOURCE_CODE,SOURCE_NAME,DESTINATION_CODE,DESTINATION_NAME,FIRM,FIRM_TYPE,PAYMENT INSTRUMENT,SPEED ACTUAL,CC1 LCU AMOUNT,CC1 DENOMINATION AMOUNT,CC1 LCU CODE,CC1 LCU FEE,CC1 LCU FX RATE,CC1 FX MARGIN,CC1 TOTAL COST %,CC2 LCU AMOUNT,CC2 DENOMINATION AMOUNT,CC2 LCU CODE,CC2 LCU FEE,CC2 LCU FX RATE,CC2 FX MARGIN,CC2 TOTAL COST %,INTER LCU BANK FX,TRANSPARENT,NOTE1,NOTE2,PICK-UP METHOD,DATE,CORRIDOR
2011_1Q,TZA,Tanzania,KEN,Kenya,MoneyGram,Money Transfer Operator,Cash to cash,Less than one hour,295000,200,TZS,20650,0.000651,1.36,8.36,735000,500,TZS,38220,0.000651,1.36,6.56,0.00066,yes,Through MoneyGram,,Cash,2011-01-24,TZAKEN
2011_1Q,TZA,Tanzania,KEN,Kenya,KCB (Kenya Commercial Bank),Bank,Account to account (same bank),Same day,295000,200,TZS,29500,0.0006532,1.03,11.03,735000,500,TZS,29400,0.0006532,1.03,5.03,0.00066,yes,,,Own/partner Bank Account,2011-01-24,TZAKEN
2011_1Q,TZA,Tanzania,KEN,Kenya,NMB (National Microfinance Bank),Non-Bank FI,N/A,3-5 days,295000,200,TZS,29500,0.0006494,1.61,11.61,735000,500,TZS,29400,0.0006494,1.61,5.61,0.00066,yes,,,Bank Account,2011-01-24,TZAKEN
2011_1Q,TZA,Tanzania,KEN,Kenya,Tanzania Postal Corporation,Post office,Cash to cash,Less than one hour,295000,200,TZS,32450,0.000651,1.36,12.36,735000,500,TZS,45570,0.000651,1.36,7.56,0.00066,yes,Through Western Union,,Cash,2011-01-24,TZAKEN
2011_1Q,TZA,Tanzania,KEN,Kenya,Barclays,Bank,N/A,Next day,295000,200,TZS,51625,0.0006473,1.92,19.42,735000,500,TZS,51450,0.0006473,1.92,8.92,0.00066,yes,,,Bank Account,2011-01-24,TZAKEN
2011_1Q,TZA,Tanzania,KEN,Kenya,NBC (National Bank of Commerce Ltd),Bank,N/A,3-5 days,295000,200,TZS,73750,0.0006477,1.86,26.86,735000,500,TZS,73500,0.0006477,1.86,11.86,0.00066,yes,,,Bank Account,2011-01-24,TZAKEN
2011_1Q,TZA,Tanzania,KEN,Kenya,Cooperative Rural Development Bank (CRDB),Bank,N/A,2 days,295000,200,TZS,73750,0.0006452,2.24,27.24,735000,500,TZS,73500,0.0006452,2.24,12.24,0.00066,yes,,,Bank Account,2011-01-24,TZAKEN
2011_1Q,TZA,Tanzania,KEN,Kenya,MoneyGram,Money Transfer Operator,N/A,Next day,295000,200,TZS,88500,0.0006627,-0.41,29.59,735000,500,TZS,88200,0.0006627,-0.41,11.59,0.00066,yes,,,Bank Account,2011-01-24,TZAKEN
2011_1Q,TZA,Tanzania,KEN,Kenya,Stanbic Bank,Bank,N/A,2 days,295000,200,TZS,81125,0.000643,2.58,30.08,735000,500,TZS,80850,0.000643,2.58,13.58,0.00066,yes,,,Bank Account,2011-01-24,TZAKEN
2011_1Q,TZA,Tanzania,KEN,Kenya,Exim Bank Tanzania Ltd,Bank,N/A,2 days,295000,200,TZS,88500,0.0006588,0.18,30.18,735000,500,TZS,88200,0.0006588,0.18,12.18,0.00066,yes,,,Bank Account,2011-01-24,TZAKEN
2011_1Q,TZA,Tanzania,KEN,Kenya,KCB (Kenya Commercial Bank),Bank,Account to account (other bank),2 days,295000,200,TZS,88500,0.0006532,1.03,31.03,735000,500,TZS,88200,0.0006532,1.03,13.03,0.00066,yes,,,Bank Account,2011-01-24,TZAKEN
2011_1Q,TZA,Tanzania,KEN,Kenya,Standard Charterd Bank Tanzania,Bank,N/A,2 days,295000,200,TZS,132750,0.0006557,0.65,45.65,735000,500,TZS,132300,0.0006557,0.65,18.65,0.00066,yes,,,Bank Account,2011-01-24,TZAKEN
2011_1Q,TZA,Tanzania,RWA,Rwanda,MoneyGram,Money Transfer Operator,Cash to cash,Less than one hour,295000,200,TZS,20650,0.000651,1.36,8.36,735000,500,TZS,38220,0.000651,1.36,6.56,0.00066,yes,Through MoneyGram,,,2011-01-24,TZARWA
2011_1Q,TZA,Tanzania,RWA,Rwanda,KCB (Kenya Commercial Bank),Bank,Account to account (same bank),Same day,295000,200,TZS,29500,0.0006532,1.03,11.03,735000,500,TZS,29400,0.0006532,1.03,5.03,0.00066,yes,,,,2011-01-24,TZARWA
2011_1Q,TZA,Tanzania,RWA,Rwanda,NMB (National Microfinance Bank),Non-Bank FI,N/A,3-5 days,295000,200,TZS,29500,0.0006494,1.61,11.61,735000,500,TZS,29400,0.0006494,1.61,5.61,0.00066,yes,,,,2011-01-24,TZARWA
2011_1Q,TZA,Tanzania,RWA,Rwanda,Tanzania Postal Corporation,Post office,Cash to cash,Less than one hour,295000,200,TZS,32450,0.000651,1.36,12.36,735000,500,TZS,45570,0.000651,1.36,7.56,0.00066,yes,Through Western Union,,,2011-01-24,TZARWA
2011_1Q,TZA,Tanzania,RWA,Rwanda,Barclays,Bank,N/A,Next day,295000,200,TZS,51625,0.0006473,1.92,19.42,735000,500,TZS,51450,0.0006473,1.92,8.92,0.00066,yes,,,,2011-01-24,TZARWA
2011_1Q,TZA,Tanzania,RWA,Rwanda,NBC (National Bank of Commerce Ltd),Bank,N/A,3-5 days,295000,200,TZS,73750,0.0006477,1.86,26.86,735000,500,TZS,73500,0.0006477,1.86,11.86,0.00066,yes,,,,2011-01-24,TZARWA
2011_1Q,TZA,Tanzania,RWA,Rwanda,Cooperative Rural Development Bank (CRDB),Bank,N/A,2 days,295000,200,TZS,73750,0.0006452,2.24,27.24,735000,500,TZS,73500,0.0006452,2.24,12.24,0.00066,yes,,,,2011-01-24,TZARWA
2011_1Q,TZA,Tanzania,RWA,Rwanda,MoneyGram,Money Transfer Operator,N/A,Next day,295000,200,TZS,88500,0.0006627,-0.41,29.59,735000,500,TZS,88200,0.0006627,-0.41,11.59,0.00066,yes,This RSP's negative cost may be due to it having a special offer or promotion in this corridor,,,2011-01-24,TZARWA
2011_1Q,TZA,Tanzania,RWA,Rwanda,Stanbic Bank,Bank,N/A,2 days,295000,200,TZS,81125,0.000643,2.58,30.08,735000,500,TZS,80850,0.000643,2.58,13.58,0.00066,yes,,,,2011-01-24,TZARWA
2011_1Q,TZA,Tanzania,RWA,Rwanda,Exim Bank Tanzania Ltd,Bank,N/A,2 days,295000,200,TZS,88500,0.0006588,0.18,30.18,735000,500,TZS,88200,0.0006588,0.18,12.18,0.00066,yes,,,,2011-01-24,TZARWA
2011_1Q,TZA,Tanzania,RWA,Rwanda,KCB (Kenya Commercial Bank),Bank,Account to account (other bank),2 days,295000,200,TZS,88500,0.0006532,1.03,31.03,735000,500,TZS,88200,0.0006532,1.03,13.03,0.00066,yes,,,,2011-01-24,TZARWA
2011_1Q,TZA,Tanzania,RWA,Rwanda,Standard Charterd Bank Tanzania,Bank,N/A,2 days,295000,200,TZS,132750,0.0006557,0.65,45.65,735000,500,TZS,132300,0.0006557,0.65,18.65,0.00066,yes,,,,2011-01-24,TZARWA
2011_1Q,TZA,Tanzania,UGA,Uganda,MoneyGram,Money Transfer Operator,Cash to cash,Less than one hour,295000,200,TZS,20650,0.000651,1.36,8.36,735000,500,TZS,38220,0.000651,1.36,6.56,0.00066,yes,Through MoneyGram,,Cash,2011-01-24,TZAUGA
2011_1Q,TZA,Tanzania,UGA,Uganda,KCB (Kenya Commercial Bank),Bank,Account to account (same bank),Same day,295000,200,TZS,29500,0.0006532,1.03,11.03,735000,500,TZS,29400,0.0006532,1.03,5.03,0.00066,yes,,,Own/partner Bank Account,2011-01-24,TZAUGA
2011_1Q,TZA,Tanzania,UGA,Uganda,NMB (National Microfinance Bank),Non-Bank FI,N/A,3-5 days,295000,200,TZS,29500,0.0006494,1.61,11.61,735000,500,TZS,29400,0.0006494,1.61,5.61,0.00066,yes,,,Bank Account,2011-01-24,TZAUGA
2011_1Q,TZA,Tanzania,UGA,Uganda,Tanzania Postal Corporation,Post office,Cash to cash,Less than one hour,295000,200,TZS,32450,0.000651,1.36,12.36,735000,500,TZS,45570,0.000651,1.36,7.56,0.00066,yes,Through Western Union,,Cash,2011-01-24,TZAUGA
2011_1Q,TZA,Tanzania,UGA,Uganda,Barclays,Bank,N/A,Next day,295000,200,TZS,51625,0.0006473,1.92,19.42,735000,500,TZS,51450,0.0006473,1.92,8.92,0.00066,yes,,,Bank Account,2011-01-24,TZAUGA
2011_1Q,TZA,Tanzania,UGA,Uganda,NBC (National Bank of Commerce Ltd),Bank,N/A,3-5 days,295000,200,TZS,73750,0.0006477,1.86,26.86,735000,500,TZS,73500,0.0006477,1.86,11.86,0.00066,yes,,,Bank Account,2011-01-24,TZAUGA
2011_1Q,TZA,Tanzania,UGA,Uganda,Cooperative Rural Development Bank (CRDB),Bank,N/A,2 days,295000,200,TZS,73750,0.0006452,2.24,27.24,735000,500,TZS,73500,0.0006452,2.24,12.24,0.00066,yes,,,Bank Account,2011-01-24,TZAUGA
2011_1Q,TZA,Tanzania,UGA,Uganda,MoneyGram,Money Transfer Operator,N/A,Next day,295000,200,TZS,88500,0.0006627,-0.41,29.59,735000,500,TZS,88200,0.0006627,-0.41,11.59,0.00066,yes,This RSP's negative cost may be due to it having a special offer or promotion in this corridor,,Bank Account,2011-01-24,TZAUGA
2011_1Q,TZA,Tanzania,UGA,Uganda,Stanbic Bank,Bank,N/A,2 days,295000,200,TZS,81125,0.000643,2.58,30.08,735000,500,TZS,80850,0.000643,2.58,13.58,0.00066,yes,,,Bank Account,2011-01-24,TZAUGA
2011_1Q,TZA,Tanzania,UGA,Uganda,Exim Bank Tanzania Ltd,Bank,N/A,2 days,295000,200,TZS,88500,0.0006588,0.18,30.18,735000,500,TZS,88200,0.0006588,0.18,12.18,0.00066,yes,,,Bank Account,2011-01-24,TZAUGA
2011_1Q,TZA,Tanzania,UGA,Uganda,KCB (Kenya Commercial Bank),Bank,Account to account (other bank),2 days,295000,200,TZS,88500,0.0006532,1.03,31.03,735000,500,TZS,88200,0.0006532,1.03,13.03,0.00066,yes,,,Bank Account,2011-01-24,TZAUGA
2011_1Q,TZA,Tanzania,UGA,Uganda,Standard Charterd Bank Tanzania,Bank,N/A,2 days,295000,200,TZS,132750,0.0006557,0.65,45.65,735000,500,TZS,132300,0.0006557,0.65,18.65,0.00066,yes,,,Bank Account,2011-01-24,TZAUGA
2011_3Q,KEN,Kenya,RWA,Rwanda,Citibank,Bank,Account to account,2 days,18000,200,KES,450,0.01056,1.12,3.62,45000,500,KES,450,0.01056,1.12,2.12,0.01068,yes,,,Bank Account,2011-09-06,KENRWA
2011_3Q,KEN,Kenya,RWA,Rwanda,United Bank for Africa (UBA),Bank,Account to account,2 days,18000,200,KES,520,0.01046,2.06,4.95,45000,500,KES,925,0.01046,2.06,4.12,0.01068,yes,,,Bank Account,2011-09-06,KENRWA
2011_3Q,KEN,Kenya,RWA,Rwanda,Western Union,Money Transfer Operator,Cash to cash,Less than one hour,18000,200,KES,1200,0.01044,2.25,8.91,45000,500,KES,2500,0.01044,2.25,7.8,0.01068,yes,,,Cash,2011-09-06,KENRWA
2011_3Q,KEN,Kenya,RWA,Rwanda,ABC Bank,Money Transfer Operator,Account to account,2 days,18000,200,KES,1500,0.01058,0.94,9.27,45000,500,KES,1500,0.01058,0.94,4.27,0.01068,yes,,,Bank Account,2011-09-06,KENRWA
2011_3Q,KEN,Kenya,RWA,Rwanda,Ecobank,Bank,Cash to cash,Same day,18000,200,KES,1389,0.01044,2.25,9.96,45000,500,KES,3093,0.01044,2.25,9.12,0.01068,yes,,,Cash,2011-09-06,KENRWA
2011_3Q,KEN,Kenya,RWA,Rwanda,MoneyGram,Money Transfer Operator,Cash to cash,Less than one hour,18000,200,KES,1100,0.01023,4.21,10.32,45000,500,KES,2200,0.01023,4.21,9.1,0.01068,yes,,,Cash,2011-09-06,KENRWA
2011_3Q,KEN,Kenya,RWA,Rwanda,Equatorial Commercial Bank,Bank,Account to account,2 days,18000,200,KES,1500,0.01044,2.25,10.58,45000,500,KES,1500,0.01044,2.25,5.58,0.01068,yes,,,Bank Account,2011-09-06,KENRWA
2011_3Q,KEN,Kenya,RWA,Rwanda,Development Bank of Kenya,Bank,Account to account,2 days,18000,200,KES,2000,0.01059,0.84,11.95,45000,500,KES,2000,0.01059,0.84,5.29,0.01068,yes,,,Bank Account,2011-09-06,KENRWA
2011_3Q,KEN,Kenya,RWA,Rwanda,Fina Direct,Bank,Account to account,Same day,18000,200,KES,1500,0.01029,3.65,11.99,45000,500,KES,1500,0.01029,3.65,6.99,0.01068,yes,,,Bank Account,2011-09-06,KENRWA
2011_3Q,KEN,Kenya,RWA,Rwanda,Kenya Commercial Bank (KCB),Bank,Account to account,2 days,18000,200,KES,2000,0.01017,4.78,15.89,45000,500,KES,2000,0.01017,4.78,9.22,0.01068,yes,,,Bank Account,2011-09-06,KENRWA
2011_3Q,KEN,Kenya,UGA,Uganda,Citibank,Bank,Account to account,2 days,18000,200,KES,450,0.01056,1.12,3.62,45000,500,KES,450,0.01056,1.12,2.12,0.01068,yes,,,Bank Account,2011-09-06,KENUGA
2011_3Q,KEN,Kenya,UGA,Uganda,UBA Africash,Bank,Cash to cash,Same day,18000,200,KES,520,0.01059,0.84,3.73,45000,500,KES,925,0.01059,0.84,2.9,0.01068,yes,,,Cash,2011-09-06,KENUGA
2011_3Q,KEN,Kenya,UGA,Uganda,Posta Kenya,Post office,Cash to cash,3-5 days,18000,200,KES,1500,1,0,8.33,45000,500,KES,2500,1,0,5.56,1,no,"This RSP is not transparent: the exchange rate applied to the transaction was not disclosed. The 0% in the exchange rate margin does NOT necessarily mean that there is no exchange rate cost, but rather that this cost is not disclosed to the sender at the time of sending.",,Cash,2011-09-06,KENUGA
2011_3Q,KEN,Kenya,UGA,Uganda,United Bank for Africa (UBA),Bank,Account to account,2 days,18000,200,KES,1500,0.01059,0.84,9.18,45000,500,KES,1500,0.01059,0.84,4.18,0.01068,yes,,,Bank Account,2011-09-06,KENUGA
2011_3Q,KEN,Kenya,UGA,Uganda,ABC Bank,Money Transfer Operator,Account to account,2 days,18000,200,KES,1500,0.01058,0.94,9.27,45000,500,KES,1500,0.01058,0.94,4.27,0.01068,yes,,,Bank Account,2011-09-06,KENUGA
2011_3Q,KEN,Kenya,UGA,Uganda,Ecobank,Bank,Cash to cash,Same day,18000,200,KES,1389,0.01044,2.25,9.96,45000,500,KES,1389,0.01044,2.25,5.33,0.01068,yes,,,Cash,2011-09-06,KENUGA
2011_3Q,KEN,Kenya,UGA,Uganda,Western Union,Money Transfer Operator,Cash to cash,Less than one hour,18000,200,KES,1200,0.0103,3.56,10.22,45000,500,KES,2500,0.01044,2.25,7.8,0.01068,yes,,,Cash,2011-09-06,KENUGA
2011_3Q,KEN,Kenya,UGA,Uganda,MoneyGram,Money Transfer Operator,Cash to cash,Less than one hour,18000,200,KES,1100,0.01023,4.21,10.32,45000,500,KES,2200,0.01023,4.21,9.1,0.01068,yes,,,Cash,2011-09-06,KENUGA
2011_3Q,KEN,Kenya,UGA,Uganda,Equatorial Commercial Bank,Bank,Account to account,2 days,18000,200,KES,1500,0.01044,2.25,10.58,45000,500,KES,1500,0.01044,2.25,5.58,0.01068,yes,,,Bank Account,2011-09-06,KENUGA
2011_3Q,KEN,Kenya,UGA,Uganda,Development Bank of Kenya,Bank,Account to account,2 days,18000,200,KES,2000,0.01059,0.84,11.95,45000,500,KES,2000,0.01059,0.84,5.29,0.01068,yes,,,Bank Account,2011-09-06,KENUGA
2011_3Q,KEN,Kenya,UGA,Uganda,Fina Direct,Bank,Account to account,Same day,18000,200,KES,1500,0.01029,3.65,11.99,45000,500,KES,1500,0.01029,3.65,6.99,0.01068,yes,,,Bank Account,2011-09-06,KENUGA
2011_3Q,KEN,Kenya,UGA,Uganda,Kenya Commercial Bank (KCB),Bank,Account to account,2 days,18000,200,KES,2000,0.01017,4.78,15.89,45000,500,KES,2000,0.01017,4.78,9.22,0.01068,yes,,,Bank Account,2011-09-06,KENUGA
2011_3Q,TZA,Tanzania,KEN,Kenya,Kenya Commercial Bank (KCB),Bank,Account to account,Less than one hour,324500,200,TZS,0,0.00061,4.69,4.69,811000,500,TZS,0,0.00061,4.69,4.69,0.00064,yes,Service for members,,,2011-09-06,TZAKEN
2011_3Q,TZA,Tanzania,KEN,Kenya,UBA Africash,Bank,Cash to cash,Same day,324500,200,TZS,10867.5,0.00061,4.69,8.04,811000,500,TZS,10867.5,0.00061,4.69,6.03,0.00064,yes,,,,2011-09-06,TZAKEN
2011_3Q,TZA,Tanzania,KEN,Kenya,Western Union,Money Transfer Operator,Cash to cash,Less than one hour,324500,200,TZS,18000,0.00061,4.69,10.23,811000,500,TZS,36000,0.00061,4.69,9.13,0.00064,yes,,,,2011-09-06,TZAKEN
2011_3Q,TZA,Tanzania,KEN,Kenya,MoneyGram,Money Transfer Operator,Cash to cash,Less than one hour,324500,200,TZS,22000,0.0006,6.25,13.03,811000,500,TZS,40000,0.0006,6.25,11.18,0.00064,yes,,,,2011-09-06,TZAKEN
2011_3Q,TZA,Tanzania,KEN,Kenya,Tanzania Postal Corporation,Post office,Cash to cash,Next day,324500,200,TZS,28000,0.00061,4.69,13.32,811000,500,TZS,48000,0.00061,4.69,10.61,0.00064,yes,,,,2011-09-06,TZAKEN
2011_3Q,TZA,Tanzania,KEN,Kenya,Kenya Commercial Bank (KCB),Bank,Account to account,2 days,324500,200,TZS,64900,0.00061,4.69,24.69,811000,500,TZS,64880,0.00061,4.69,12.69,0.00064,yes,,,,2011-09-06,TZAKEN
2011_3Q,TZA,Tanzania,KEN,Kenya,National Bank of Commerce Ltd (NBC),Bank,Account to account,2 days,324500,200,TZS,81125,0.00061,4.69,29.69,811000,500,TZS,81100,0.00061,4.69,14.69,0.00064,yes,,,,2011-09-06,TZAKEN
2011_3Q,TZA,Tanzania,KEN,Kenya,Stanbic Bank,Bank,Account to account,Next day,324500,200,TZS,89237.5,0.0006,6.25,33.75,811000,500,TZS,89210,0.0006,6.25,17.25,0.00064,yes,,,,2011-09-06,TZAKEN
2011_3Q,TZA,Tanzania,KEN,Kenya,Exim Bank Tanzania Ltd,Bank,Account to account,2 days,324500,200,TZS,97350,0.0006,6.25,36.25,811000,500,TZS,97320,0.0006,6.25,18.25,0.00064,yes,,,,2011-09-06,TZAKEN
2011_3Q,TZA,Tanzania,KEN,Kenya,Twiga Bancorp,Bank,Account to account,Next day,324500,200,TZS,97350,0.0006,6.25,36.25,811000,500,TZS,97320,0.0006,6.25,18.25,0.00064,yes,,,,2011-09-06,TZAKEN
2011_3Q,TZA,Tanzania,KEN,Kenya,Standard Chartered Bank,Bank,Account to account,2 days,324500,200,TZS,146025,0.00061,4.69,49.69,811000,500,TZS,145980,0.00061,4.69,22.69,0.00064,yes,,,,2011-09-06,TZAKEN
2011_3Q,TZA,Tanzania,RWA,Rwanda,Kenya Commercial Bank (KCB),Bank,Account to account,Same day,324500,200,TZS,0,0.00061,4.69,4.69,811000,500,TZS,0,0.00061,4.69,4.69,0.00064,yes,Service for members,,,2011-09-06,TZARWA
2011_3Q,TZA,Tanzania,RWA,Rwanda,UBA Africash,Bank,Cash to cash,Same day,324500,200,TZS,10867.5,0.00061,4.69,8.04,811000,500,TZS,10867.5,0.00061,4.69,6.03,0.00064,yes,,,,2011-09-06,TZARWA
2011_3Q,TZA,Tanzania,RWA,Rwanda,Western Union,Money Transfer Operator,Cash to cash,Less than one hour,324500,200,TZS,18000,0.00061,4.69,10.23,811000,500,TZS,36000,0.00061,4.69,9.13,0.00064,yes,,,,2011-09-06,TZARWA
2011_3Q,TZA,Tanzania,RWA,Rwanda,MoneyGram,Money Transfer Operator,Cash to cash,Less than one hour,324500,200,TZS,22000,0.0006,6.25,13.03,811000,500,TZS,40000,0.0006,6.25,11.18,0.00064,yes,,,,2011-09-06,TZARWA
2011_3Q,TZA,Tanzania,RWA,Rwanda,Tanzania Postal Corporation,Post office,Cash to cash,Next day,324500,200,TZS,28000,0.00061,4.69,13.32,811000,500,TZS,48000,0.00061,4.69,10.61,0.00064,yes,,,,2011-09-06,TZARWA
2011_3Q,TZA,Tanzania,RWA,Rwanda,Barclays,Bank,Account to account,Next day,324500,200,TZS,56787.5,0.00061,4.69,22.19,811000,500,TZS,56770,0.00061,4.69,11.69,0.00064,yes,,,,2011-09-06,TZARWA
2011_3Q,TZA,Tanzania,RWA,Rwanda,Kenya Commercial Bank (KCB),Bank,Account to account,2 days,324500,200,TZS,64900,0.00061,4.69,24.69,811000,500,TZS,64880,0.00061,4.69,12.69,0.00064,yes,,,,2011-09-06,TZARWA
2011_3Q,TZA,Tanzania,RWA,Rwanda,NBC (National Bank of Commerce Ltd),Bank,Account to account,3-5 days,324500,200,TZS,81125,0.00061,4.69,29.69,811000,500,TZS,81100,0.00061,4.69,14.69,0.00064,yes,,,,2011-09-06,TZARWA
2011_3Q,TZA,Tanzania,RWA,Rwanda,Cooperative Rural Development Bank (CRDB),Bank,Account to account,2 days,324500,200,TZS,81125,0.0006,6.25,31.25,811000,500,TZS,81100,0.0006,6.25,16.25,0.00064,yes,,,,2011-09-06,TZARWA
2011_3Q,TZA,Tanzania,RWA,Rwanda,NMB (National Microfinance Bank),Non-Bank FI,Account to account,3-5 days,324500,200,TZS,81125,0.0006,6.25,31.25,811000,500,TZS,81100,0.0006,6.25,16.25,0.00064,yes,,,,2011-09-06,TZARWA
2011_3Q,TZA,Tanzania,RWA,Rwanda,Stanbic Bank,Bank,Account to account,2 days,324500,200,TZS,89237.5,0.0006,6.25,33.75,811000,500,TZS,89210,0.0006,6.25,17.25,0.00064,yes,,,,2011-09-06,TZARWA
2011_3Q,TZA,Tanzania,RWA,Rwanda,Exim Bank Tanzania Ltd,Bank,Account to account,2 days,324500,200,TZS,97350,0.0006,6.25,36.25,811000,500,TZS,97320,0.0006,6.25,18.25,0.00064,yes,,,,2011-09-06,TZARWA
2011_3Q,TZA,Tanzania,RWA,Rwanda,Twiga Bancorp,Bank,Account to account,Next day,324500,200,TZS,97350,0.0006,6.25,36.25,811000,500,TZS,97320,0.0006,6.25,18.25,0.00064,yes,,,,2011-09-06,TZARWA
2011_3Q,TZA,Tanzania,RWA,Rwanda,Standard Chartered Bank,Bank,Account to account,2 days,324500,200,TZS,146025,0.00061,4.69,49.69,811000,500,TZS,145980,0.00061,4.69,22.69,0.00064,yes,,,,2011-09-06,TZARWA
2011_3Q,TZA,Tanzania,UGA,Uganda,Kenya Commercial Bank (KCB),Bank,Account to account,Same day,324500,200,TZS,0,0.00061,4.69,4.69,811000,500,TZS,0,0.00061,4.69,4.69,0.00064,yes,Service for members,,,2011-09-06,TZAUGA
2011_3Q,TZA,Tanzania,UGA,Uganda,UBA Africash,Bank,Cash to cash,Same day,324500,200,TZS,10867.5,0.00061,4.69,8.04,811000,500,TZS,10867.5,0.00061,4.69,6.03,0.00064,yes,,,,2011-09-06,TZAUGA
2011_3Q,TZA,Tanzania,UGA,Uganda,Western Union,Money Transfer Operator,Cash to cash,Less than one hour,324500,200,TZS,18000,0.00061,4.69,10.23,811000,500,TZS,36000,0.00061,4.69,9.13,0.00064,yes,,,,2011-09-06,TZAUGA
2011_3Q,TZA,Tanzania,UGA,Uganda,MoneyGram,Money Transfer Operator,Cash to cash,Less than one hour,324500,200,TZS,22000,0.0006,6.25,13.03,811000,500,TZS,40000,0.0006,6.25,11.18,0.00064,yes,,,,2011-09-06,TZAUGA
2011_3Q,TZA,Tanzania,UGA,Uganda,Tanzania Postal Corporation,Post office,Cash to cash,Less than one hour,324500,200,TZS,28000,0.00061,4.69,13.32,811000,500,TZS,48000,0.00061,4.69,10.61,0.00064,yes,,,,2011-09-06,TZAUGA
2011_3Q,TZA,Tanzania,UGA,Uganda,Barclays,Bank,Account to account,Next day,324500,200,TZS,56787.5,0.00061,4.69,22.19,811000,500,TZS,56770,0.00061,4.69,11.69,0.00064,yes,,,,2011-09-06,TZAUGA
2011_3Q,TZA,Tanzania,UGA,Uganda,Kenya Commercial Bank (KCB),Bank,Account to account,2 days,324500,200,TZS,64900,0.00061,4.69,24.69,811000,500,TZS,64880,0.00061,4.69,12.69,0.00064,yes,,,,2011-09-06,TZAUGA
2011_3Q,TZA,Tanzania,UGA,Uganda,NBC (National Bank of Commerce Ltd),Bank,Account to account,3-5 days,324500,200,TZS,81125,0.00061,4.69,29.69,811000,500,TZS,81100,0.00061,4.69,14.69,0.00064,yes,,,,2011-09-06,TZAUGA
2011_3Q,TZA,Tanzania,UGA,Uganda,Cooperative Rural Development Bank (CRDB),Bank,Account to account,2 days,324500,200,TZS,81125,0.0006,6.25,31.25,811000,500,TZS,81100,0.0006,6.25,16.25,0.00064,yes,,,,2011-09-06,TZAUGA
2011_3Q,TZA,Tanzania,UGA,Uganda,NMB (National Microfinance Bank),Non-Bank FI,Account to account,3-5 days,324500,200,TZS,81125,0.0006,6.25,31.25,811000,500,TZS,81100,0.0006,6.25,16.25,0.00064,yes,,,,2011-09-06,TZAUGA
2011_3Q,TZA,Tanzania,UGA,Uganda,Stanbic Bank,Bank,Account to account,2 days,324500,200,TZS,89237.5,0.0006,6.25,33.75,811000,500,TZS,89210,0.0006,6.25,17.25,0.00064,yes,,,,2011-09-06,TZAUGA
2011_3Q,TZA,Tanzania,UGA,Uganda,Exim Bank Tanzania Ltd,Bank,Account to account,2 days,324500,200,TZS,97350,0.0006,6.25,36.25,811000,500,TZS,97320,0.0006,6.25,18.25,0.00064,yes,,,,2011-09-06,TZAUGA
2011_3Q,TZA,Tanzania,UGA,Uganda,Twiga Bancorp,Bank,Account to account,Next day,324500,200,TZS,97350,0.0006,6.25,36.25,811000,500,TZS,97320,0.0006,6.25,18.25,0.00064,yes,,,,2011-09-06,TZAUGA
2011_3Q,TZA,Tanzania,UGA,Uganda,Standard Chartered Bank,Bank,Account to account,2 days,324500,200,TZS,146025,0.00061,4.69,49.69,811000,500,TZS,145980,0.00061,4.69,22.69,0.00064,yes,,,,2011-09-06,TZAUGA
2012_1Q,KEN,Kenya,RWA,Rwanda,United Bank for Africa (UBA),Bank,Account to account,2 days,18000,200,KES,520,0.01196,0.25,3.14,45000,500,KES,520,0.01196,0.25,1.41,0.01199,yes,,,Bank Account,2012-02-07,KENRWA
2012_1Q,KEN,Kenya,RWA,Rwanda,ABC Bank,Money Transfer Operator,Account to account,2 days,18000,200,KES,1500,0.01197,0.17,8.5,45000,500,KES,1500,0.01197,0.17,3.5,0.01199,yes,,,Bank Account,2012-02-07,KENRWA
2012_1Q,KEN,Kenya,RWA,Rwanda,Western Union,Money Transfer Operator,Cash to cash,Less than one hour,18000,200,KES,1000,0.01163,3,8.56,45000,500,KES,2000,0.01163,3,7.45,0.01199,yes,,,Cash,2012-02-07,KENRWA
2012_1Q,KEN,Kenya,RWA,Rwanda,MoneyGram,Money Transfer Operator,Cash to cash,Less than one hour,18000,200,KES,1100,0.01156,3.59,9.7,45000,500,KES,2200,0.01156,3.59,8.48,0.01199,yes,,,Cash,2012-02-07,KENRWA
2012_1Q,KEN,Kenya,RWA,Rwanda,Citibank,Bank,Account to account,2 days,18000,200,KES,1500,0.01177,1.83,10.17,45000,500,KES,1500,0.01177,1.83,5.17,0.01199,yes,,,Bank Account,2012-02-07,KENRWA
2012_1Q,KEN,Kenya,RWA,Rwanda,Ecobank,Bank,Cash to cash,Same day,18000,200,KES,1213,0.01156,3.59,10.33,45000,500,KES,3000,0.01156,3.59,10.25,0.01199,yes,,,Cash,2012-02-07,KENRWA
